"HDI Rank","Country","1990","","1995","","2000","","2005","","2010","","2011","","2012","","2013","","2014","","2015","","2016","","2017","","2018",""
"GDP per capita (2011 PPP $)
null
Dimension: Income/composition of resources
Definition: GDP in a particular period divided by the total population in the same period.
Source: World Bank (2019a). World Development Indicators database. Washington, DC. http://data.worldbank.org. Accessed 15 July 2019."
"138"," Eswatini (Kingdom of)","5633","","5811","","6165","","7239","","8242","","8371","","8707","","9202","","9309","","9269","","9482","","9568","","9530",""
"173"," Ethiopia","655","","577","","621","","736","","1075","","1162","","1227","","1319","","1414","","1518","","1617","","1724","","1794",""
"98"," Fiji","5892","","6288","","6676","","7429","","7353","","7520","","7612","","7968","","8406","","8776","","8969","","9379","","9781",""
"12"," Finland","28906","","27596","","34887","","39116","","39848","","40684","","39913","","39428","","39018","","39084","","40052","","41018","","41899",""
"26"," France","29464","","30727","","34705","","36375","","36815","","37441","","37377","","37399","","37576","","37836","","38098","","38956","","39556",""
"115"," Gabon","19557","","19917","","17822","","16955","","15508","","16011","","16225","","16505","","16607","","16685","","16524","","16145","","15922",""
"174"," Gambia","1445","","1358","","1449","","1434","","1552","","1441","","1476","","1501","","1442","","1481","","1444","","1465","","1517",""
"70"," Georgia","7984","","2326","","3527","","5245","","6981","","7546","","8084","","8383","","8767","","9005","","9256","","9702","","10152",""
"4"," Germany","31287","","33653","","36765","","37704","","40429","","42693","","42822","","42914","","43667","","44043","","44669","","45462","","45959",""
"142"," Ghana","1901","","2035","","2219","","2508","","3026","","3369","","3596","","3770","","3791","","3787","","3830","","4051","","4212",""
"32"," Greece","20686","","21247","","24839","","29559","","28726","","26141","","24364","","23746","","24082","","24135","","24189","","24602","","25141",""
"78"," Grenada","7238","","7116","","9538","","11699","","11014","","11040","","10847","","11027","","11758","","12436","","12823","","13397","","13970",""
"126"," Guatemala","5101","","5598","","6071","","6269","","6714","","6845","","6899","","7005","","7148","","7293","","7368","","7423","","7509",""
"174"," Guinea","1343","","1421","","1519","","1598","","1666","","1721","","1784","","1813","","1837","","1860","","2007","","2213","","2338",""
"178"," Guinea-Bissau","1634","","1710","","1411","","1374","","1431","","1507","","1442","","1450","","1426","","1474","","1527","","1577","","1596",""
"123"," Guyana","2875","","3956","","4617","","4729","","5825","","6107","","6400","","6686","","6906","","7087","","7285","","7399","","7617",""
"169"," Haiti","2114","","1696","","1757","","1574","","1510","","1569","","1591","","1634","","1657","","1654","","1655","","1653","","1656",""
"132"," Honduras","3208","","3236","","3303","","3655","","3913","","3984","","4072","","4111","","4162","","4247","","4338","","4469","","4560",""
"4"," Hong Kong, China (SAR)","26974","","32358","","34017","","40923","","48108","","50086","","50378","","51732","","52789","","53592","","54420","","56088","","57322",""
"43"," Hungary","..","","15327","","17960","","22464","","22405","","22841","","22585","","23121","","24163","","25077","","25725","","26861","","28243",""
"6"," Iceland","30066","","29023","","34950","","40706","","40137","","40767","","41077","","42372","","42775","","44223","","46819","","47840","","48606",""
"129"," India","1906","","2212","","2710","","3411","","4451","","4625","","4817","","5065","","5378","","5743","","6145","","6516","","6899",""
"111"," Indonesia","4626","","6014","","5807","","6837","","8458","","8859","","9267","","9652","","10003","","10359","","10748","","11161","","11606",""
"65"," Iran (Islamic Republic of)","11364","","12263","","13237","","15764","","18139","","18401","","16827","","16587","","17131","","16683","","18664","","19098","","19098","a"
"120"," Iraq","11555","","6580","","12212","","10930","","13154","","13694","","15033","","15557","","15095","","14964","","16513","","15830","","15565",""
"3"," Ireland","21658","","26450","","39385","","46598","","43515","","44938","","44829","","45190","","48809","","60494","","62798","","66604","","70361",""
"22"," Israel","20728","","24111","","26789","","26609","","29665","","30569","","30645","","31325","","31927","","32104","","32743","","33220","","33661",""
"29"," Italy","31142","","33152","","36536","","37604","","36201","","36347","","35228","","34220","","33946","","34293","","34735","","35373","","35739",""
"96"," Jamaica","7301","","8462","","7940","","8428","","8018","","8112","","8016","","8010","","8019","","8047","","8115","","8154","","8266",""
"19"," Japan","30582","","32425","","33872","","35658","","35750","","35775","","36368","","37149","","37337","","37834","","38108","","38907","","39294",""
"102"," Jordan","6285","","6883","","7220","","8736","","9386","","9124","","8871","","8662","","8530","","8408","","8320","","8299","","8309",""
"50"," Kazakhstan","13050","","8283","","9952","","16014","","20097","","21277","","21986","","22972","","23587","","23524","","23447","","24079","","24738",""
"147"," Kenya","2348","","2171","","2098","","2189","","2436","","2516","","2562","","2642","","2713","","2798","","2891","","2961","","3077",""
"132"," Kiribati","1944","","1874","","1989","","1959","","1752","","1749","","1803","","1853","","1815","","1976","","2048","","2025","","2035",""
"22"," Korea (Republic of)","11633","","16566","","20757","","25517","","30352","","31229","","31777","","32549","","33426","","34178","","35020","","35938","","36777",""
"57"," Kuwait","..","","81257","","70112","","93734","","75360","","78022","","78700","","75597","","72588","","70265","","70105","","66009","","65515",""
"122"," Kyrgyzstan","3475","","1696","","2075","","2370","","2790","","2921","","2867","","3117","","3177","","3234","","3305","","3394","","3447",""
"140"," Lao People's Democratic Republic","1708","","2026","","2488","","3116","","4217","","4485","","4772","","5079","","5385","","5689","","5996","","6308","","6614",""
"39"," Latvia","..","","8284","","11175","","17522","","18252","","19773","","20828","","21564","","22172","","23019","","23710","","25030","","26437",""
"93"," Lebanon","5584","","9839","","10617","","10513","","14406","","13842","","13355","","12833","","12349","","11887","","11757","","11647","","11607",""
"164"," Lesotho","1299","","1511","","1637","","1914","","2419","","2575","","2715","","2746","","2811","","2867","","2936","","2846","","2865",""
"176"," Liberia","..","","..","","1318","","940","","1101","","1154","","1211","","1282","","1258","","1226","","1176","","1176","","1161",""
"110"," Libya","..","","..","","21913","","26018","","29494","","11096","","24609","","21146","","15965","","14423","","13860","","17321","","18406",""
"34"," Lithuania","..","","9357","","12190","","18527","","21071","","22854","","24049","","25144","","26258","","27042","","28032","","29604","","31065",""
"21"," Luxembourg","57618","","65358","","81690","","88610","","91743","","92005","","89505","","90656","","92349","","93727","","93941","","93102","","93734",""
"162"," Madagascar","1653","","1400","","1444","","1390","","1386","","1368","","1371","","1364","","1372","","1377","","1397","","1418","","1453",""
"172"," Malawi","747","","826","","884","","868","","1078","","1098","","1087","","1112","","1143","","1143","","1140","","1154","","1163",""
"61"," Malaysia","10557","","14607","","16304","","18555","","21036","","21807","","22670","","23412","","24487","","25390","","26106","","27272","","28176",""
"104"," Maldives","..","","7777","","9803","","9252","","11965","","12486","","12261","","12573","","12892","","12684","","13019","","13333","","13611",""
"184"," Mali","1274","","1313","","1466","","1764","","1875","","1878","","1808","","1797","","1868","","1922","","1974","","2019","","2056",""
"28"," Malta","16162","","19805","","24602","","26321","","28340","","28597","","29102","","29999","","31915","","34485","","35627","","36989","","38147",""
"117"," Marshall Islands","2910","","3550","","2974","","3048","","3236","","3265","","3367","","3450","","3410","","3382","","3429","","3532","","3599",""
"161"," Mauritania","2801","","2878","","2834","","3091","","3426","","3484","","3578","","3686","","3779","","3723","","3690","","3696","","3724",""
"66"," Mauritius","7581","","9077","","11282","","12877","","15938","","16562","","17093","","17629","","18256","","18879","","19591","","20319","","21075",""
"76"," Mexico","13580","","13452","","16130","","16159","","16160","","16520","","16891","","16896","","17150","","17495","","17791","","17949","","18102",""
"135"," Micronesia (Federated States of)","2722","","3137","","3120","","3257","","3320","","3414","","3312","","3141","","3030","","3137","","3121","","3185","","3196",""
"107"," Moldova (Republic of)","..","","3154","","2810","","4004","","4734","","5013","","4984","","5436","","5711","","5696","","5950","","6234","","6490",""
"92"," Mongolia","5123","","4244","","4655","","6047","","7688","","8853","","9753","","10673","","11286","","11330","","11245","","11623","","12209",""
"52"," Montenegro","..","","..","","10397","","11761","","14035","","14472","","14066","","14551","","14797","","15290","","15737","","16477","","17278",""
"121"," Morocco","3923","","3927","","4492","","5373","","6456","","6704","","6810","","7018","","7105","","7325","","7309","","7509","","7509","a"
"180"," Mozambique","386","","380","","573","","758","","945","","984","","1027","","1070","","1118","","1158","","1168","","1177","","1180",""
"145"," Myanmar","730","","913","","1289","","2253","","3688","","3865","","4114","","4423","","4737","","5030","","5289","","5610","","5922",""
"130"," Namibia","5713","","6065","","6539","","7701","","8678","","8960","","9250","","9600","","10030","","10450","","10374","","10093","","9898",""
".."," Nauru","..","","..","","..","","..","","6606","","7339","","7905","","10078","","12561","","12270","","12951","","13670","","13373",""
"147"," Nepal","1188","","1340","","1527","","1678","","1987","","2053","","2155","","2250","","2385","","2455","","2447","","2606","","2724",""
"10"," Netherlands","32305","","34996","","42017","","43829","","46102","","46599","","45949","","45754","","46238","","46936","","47710","","48789","","49804",""
"14"," New Zealand","24038","","25517","","28102","","31924","","32233","","32735","","33280","","33876","","34608","","35178","","35703","","36046","","36355",""
"126"," Nicaragua","2973","","2913","","3416","","3718","","3969","","4163","","4375","","4530","","4685","","4846","","5002","","5169","","4910",""
"189"," Niger","893","","784","","755","","763","","812","","799","","860","","870","","900","","903","","912","","921","","932",""
"158"," Nigeria","3361","","2992","","3069","","4122","","5085","","5214","","5291","","5495","","5688","","5686","","5449","","5351","","5316",""
"82"," North Macedonia","9633","","7641","","8621","","9386","","11355","","11611","","11548","","11876","","12297","","12761","","13116","","13140","","13483",""
"1"," Norway","42814","","50052","","58045","","62865","","62350","","62145","","63003","","62896","","63419","","64028","","64220","","64965","","65441",""
"47"," Oman","35042","","38317","","43966","","41459","","45336","","41942","","42620","","41331","","39700","","39243","","39249","","37329","","36831",""
"152"," Pakistan","3056","","3332","","3401","","3853","","4072","","4095","","4149","","4241","","4348","","4459","","4609","","4771","","4928",""
"55"," Palau","..","","..","","12350","","14019","","13630","","14534","","15147","","14857","","15548","","17132","","17164","","16474","","17202",""
"119"," Palestine, State of","..","","3315","","3688","","3591","","4019","","4406","","4569","","4559","","4445","","4494","","4601","","4652","","4576",""
"67"," Panama","7855","","9257","","10625","","11938","","15631","","17100","","18453","","19393","","20032","","20822","","21484","","22244","","22674",""
"155"," Papua New Guinea","2218","","2980","","2616","","2621","","3103","","3070","","3146","","3200","","3560","","3820","","3898","","3881","","3821",""
"98"," Paraguay","7933","","8715","","7984","","8021","","9741","","10017","","9827","","10509","","10871","","11056","","11381","","11790","","12063",""
"82"," Peru","5254","","6160","","6428","","7526","","10075","","10626","","11186","","11734","","11887","","12121","","12415","","12518","","12794",""
"106"," Philippines","4014","","3963","","4224","","4776","","5583","","5690","","5967","","6282","","6559","","6848","","7210","","7581","","7943",""
"32"," Poland","10277","","11300","","14733","","17194","","21771","","22851","","23218","","23555","","24355","","25307","","26094","","27346","","28752",""
"40"," Portugal","20167","","21851","","25999","","26593","","27238","","26780","","25806","","25655","","26024","","26608","","27206","","28035","","28687",""
"41"," Qatar","..","","..","","108287","","109732","","119974","","124025","","120366","","118118","","116694","","115940","","114456","","113262","","112532",""
"52"," Romania","11446","","10426","","10419","","14430","","17469","","17908","","18361","","19077","","19802","","20666","","21782","","23442","","24544",""
"49"," Russian Federation","20639","","12813","","14051","","19326","","23326","","24310","","25156","","25551","","25285","","24517","","24417","","24791","","24791","a"
"157"," Rwanda","868","","692","","803","","1063","","1396","","1468","","1559","","1593","","1672","","1774","","1832","","1893","","2003",""
"73"," Saint Kitts and Nevis","15481","","17965","","21990","","24648","","24575","","24796","","24416","","25523","","26832","","27179","","27581","","27679","","28295",""
"89"," Saint Lucia","9633","","10199","","10665","","11051","","11667","","12049","","11936","","11641","","11591","","11568","","11958","","12334","","12344",""
"94"," Saint Vincent and the Grenadines","5577","","6623","","7563","","9330","","10013","","9965","","10092","","10259","","10361","","10472","","10649","","10704","","10940",""
"111"," Samoa","3651","","3688","","4330","","5341","","5407","","5673","","5647","","5491","","5524","","5567","","5935","","6070","","6089",""
".."," San Marino","..","","..","","75557","","83361","","73581","","65726","","59924","","57307","","56110","","55897","","56731","","57297","","57297","a"
"137"," Sao Tome and Principe","..","","..","","..","","2201","","2560","","2612","","2639","","2713","","2837","","2890","","2954","","3011","","3033",""
"36"," Saudi Arabia","42700","","44210","","43281","","45710","","45428","","48474","","49541","","49359","","49732","","50467","","50164","","48804","","48996",""
"166"," Senegal","2323","","2230","","2418","","2682","","2776","","2739","","2800","","2800","","2903","","3002","","3104","","3232","","3356",""
"63"," Serbia","..","","7349","","7937","","10836","","13367","","13747","","13720","","14185","","14026","","14346","","14903","","15289","","16035",""
"62"," Seychelles","14217","","15097","","18453","","17812","","20365","","22557","","22618","","23540","","24221","","24857","","25631","","26416","","27114",""
"181"," Sierra Leone","1248","","950","","909","","1064","","1208","","1255","","1414","","1669","","1707","","1326","","1376","","1404","","1425",""
"9"," Singapore","34912","","45586","","52357","","62639","","73061","","76034","","77493","","79919","","81965","","83342","","84704","","87760","","90091",""
"36"," Slovakia","..","","13184","","15605","","20021","","25159","","25835","","26218","","26581","","27285","","28397","","29247","","30133","","31326",""
"24"," Slovenia","18899","","18431","","22723","","26955","","28678","","28805","","27977","","27623","","28410","","29043","","29912","","31351","","32743",""
"153"," Solomon Islands","1883","","2399","","1817","","1680","","1871","","2065","","2102","","2108","","2097","","2094","","2109","","2126","","2142",""
"113"," South Africa","9900","","9174","","9701","","10995","","11973","","12179","","12253","","12358","","12388","","12356","","12246","","12233","","12143",""
"186"," South Sudan","..","","..","","..","","..","","4013","","3701","","1940","","2143","","2174","","1910","","1678","","1678","b","1678","b"
"25"," Spain","23759","","25051","","29967","","32902","","32507","","32068","","31109","","30679","","31195","","32357","","33356","","34269","","35056",""
"71"," Sri Lanka","3613","","4463","","5543","","6469","","8503","","9156","","9980","","10239","","10647","","11078","","11447","","11706","","11956",""
"168"," Sudan","1762","","1984","","2319","","2751","","3397","","3643","","4074","","4152","","4162","","4262","","4357","","4436","","4436","a"
"98"," Suriname","10417","","9502","","9801","","11931","","14131","","14788","","15016","","15285","","15159","","14488","","13543","","13636","","13776",""
"8"," Sweden","30976","","31118","","36902","","41270","","42989","","43809","","43356","","43522","","44214","","45698","","46339","","46681","","47194",""
"2"," Switzerland","48182","","46257","","50776","","52770","","55866","","56184","","56150","","56536","","57218","","57325","","57610","","57998","","59019",""
"125"," Tajikistan","3661","","1276","","1185","","1721","","2138","","2246","","2360","","2476","","2580","","2670","","2785","","2924","","3061",""
"159"," Tanzania (United Republic of)","1546","","1436","","1565","","1909","","2228","","2329","","2363","","2449","","2537","","2613","","2710","","2809","","2809","a"
"77"," Thailand","6653","","9385","","9190","","11527","","13489","","13537","","14450","","14771","","14852","","15256","","15710","","16286","","16905",""
"131"," Timor-Leste","..","","..","","3265","","6501","","9005","","9860","","10174","","8887","","6467","","7657","","7566","","6741","","6796",""
"167"," Togo","1298","","1164","","1235","","1146","","1242","","1286","","1335","","1379","","1424","","1467","","1501","","1530","","1565",""
"105"," Tonga","3577","","4269","","4607","","4954","","4991","","5151","","5239","","5124","","5268","","5477","","5643","","5746","","5696",""
"63"," Trinidad and Tobago","10912","","12880","","18336","","26438","","31260","","30980","","31180","","31597","","31092","","31460","","29258","","28567","","28647",""
"91"," Tunisia","5608","","6124","","7567","","8799","","10441","","10139","","10442","","10639","","10846","","10861","","10877","","10950","","11096",""
"59"," Turkey","11400","","12310","","13862","","16310","","17959","","19652","","20259","","21610","","22343","","23312","","23664","","25024","","25287",""
"108"," Turkmenistan","8317","","4601","","5333","","6495","","9942","","11212","","12235","","13236","","14332","","14992","","15649","","16390","","17129",""
".."," Tuvalu","2377","","2647","","3052","","2884","","2987","","3180","","3028","","3132","","3141","","3389","","3453","","3548","","3593",""
"159"," Uganda","773","","922","","1067","","1261","","1585","","1680","","1690","","1695","","1722","","1750","","1767","","1768","","1807",""
"88"," Ukraine","10464","","5060","","4797","","7279","","7824","","8282","","8322","","8339","","8243","","7465","","7678","","7907","","7907","a"
"35"," United Arab Emirates","112350","","102387","","103318","","91625","","55363","","56574","","57852","","60403","","62949","","65789","","67045","","66676","","66616",""
"15"," United Kingdom","26675","","28517","","33152","","37172","","36509","","36820","","37094","","37601","","38419","","39010","","39425","","39862","","40158",""
"15"," United States","36813","","39171","","45661","","49513","","49479","","49883","","50632","","51209","","52081","","53188","","53632","","54471","","55681",""
"57"," Uruguay","9842","","11513","","12881","","12991","","17159","","17993","","18575","","19376","","19939","","19945","","20210","","20658","","20916",""
"108"," Uzbekistan","3089","","2256","","2520","","3079","","4240","","4470","","4765","","5068","","5341","","5639","","5880","","6040","","6240",""
"141"," Vanuatu","2550","","2611","","2824","","2611","","2949","","2906","","2876","","2851","","2837","","2739","","2775","","2827","","2846",""
"96"," Venezuela (Bolivarian Republic of)","14619","","15503","","14589","","15147","","16887","","17319","","17998","","17982","","17131","","17131","c","17131","c","17131","c","17131","c"
"118"," Viet Nam","1458","","1962","","2574","","3425","","4433","","4662","","4856","","5066","","5312","","5608","","5896","","6233","","6609",""
"177"," Yemen","3426","","3629","","3998","","4254","","4566","","3876","","3861","","3939","","3828","","3109","","2619","","2404","","2285",""
"143"," Zambia","2339","","2039","","2126","","2524","","3338","","3419","","3566","","3631","","3685","","3678","","3703","","3718","","3748",""
"150"," Zimbabwe","2820","","2736","","2946","","1975","","1928","","2168","","2487","","2492","","2506","","2509","","2489","","2568","","2688",""
"36"," Andorra","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"72"," Cuba","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"18"," Liechtenstein","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"154"," Syrian Arab Republic","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"","Human Development"," ","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
" ","Very high human development","26327","","26901","","30684","","34053","","35575","","36322","","36703","","37127","","37637","","38246","","38646","","39381","","40019",""
" ","High human development","4425","","5173","","6098","","7750","","10503","","11054","","11573","","12086","","12572","","12999","","13527","","14089","","14669",""
" ","Medium human development","2157","","2326","","2817","","3425","","4322","","4485","","4677","","4890","","5126","","5400","","5717","","5992","","6279",""
" ","Low human development","1861","","1704","","1765","","2065","","2474","","2508","","2556","","2641","","2720","","2726","","2686","","2692","","2704",""
" ","Developing Countries","3899","","4386","","5075","","6201","","7939","","8316","","8652","","8998","","9322","","9628","","9965","","10321","","10676",""
"","Regions"," ","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
" ","Arab States","10653","","10974","","12703","","14060","","15541","","15624","","16328","","16404","","16378","","16510","","16704","","16551","","16613",""
" ","East Asia and the Pacific","2307","","3411","","4299","","6078","","9191","","9877","","10529","","11189","","11841","","12505","","13187","","13927","","14699",""
" ","Europe and Central Asia","9267","","6688","","7645","","10135","","12114","","12969","","13338","","14023","","14419","","14675","","14905","","15573","","15872",""
" ","Latin America and the Caribbean","9935","","10696","","11481","","12189","","13784","","14252","","14498","","14750","","14777","","14703","","14555","","14649","","14715",""
" ","South Asia","2427","","2745","","3188","","3848","","4799","","4955","","5056","","5249","","5526","","5799","","6207","","6530","","6844",""
" ","Sub-Saharan Africa","2705","","2426","","2500","","2883","","3294","","3365","","3418","","3504","","3582","","3591","","3544","","3546","","3552",""
" ","Least Developed Countries","1351","","1321","","1473","","1740","","2178","","2230","","2309","","2389","","2464","","2508","","2551","","2622","","2688",""
" ","Small Island Developing States","7944","","9714","","11095","","12619","","15115","","15595","","15873","","16280","","16685","","17061","","17307","","17695","","18086",""
" ","Organization for Economic Co-operation and Development","27294","","28679","","32793","","35403","","36134","","36694","","36969","","37314","","37878","","38595","","39047","","39806","","40492",""
" ","World","8958","","9242","","10379","","11712","","13185","","13559","","13859","","14166","","14486","","14804","","15123","","15514","","15893",""
"a: Refers to 2017."
"b: Refers to 2016."
"c: Refers to 2014."
""
