"HDI Rank","Country","1990","","1995","","2000","","2005","","2010","","2011","","2012","","2013","","2014","","2015","","2016","","2017","","2018",""
"Total population (millions)
null
Dimension: Demography
Definition: De facto population in a country, area or region as of 1 July.
Source: UNDESA (2019b). World Population Prospects: The 2019 Revision. New York. https://population.un.org/wpp/. Accessed 19 June 2019."
"26"," France","56.7","","57.8","","59.0","","61.1","","62.9","","63.2","","63.6","","63.9","","64.2","","64.5","","64.7","","64.8","","65.0",""
"115"," Gabon","0.9","","1.1","","1.2","","1.4","","1.6","","1.7","","1.8","","1.8","","1.9","","1.9","","2.0","","2.1","","2.1",""
"174"," Gambia","1.0","","1.1","","1.3","","1.5","","1.8","","1.8","","1.9","","2.0","","2.0","","2.1","","2.1","","2.2","","2.3",""
"70"," Georgia","5.4","e","5.0","e","4.4","e","4.2","e","4.1","e","4.1","e","4.1","e","4.0","e","4.0","e","4.0","e","4.0","e","4.0","e","4.0","e"
"4"," Germany","79.1","","81.1","","81.4","","81.6","","80.8","","80.9","","81.0","","81.2","","81.5","","81.8","","82.2","","82.7","","83.1",""
"142"," Ghana","14.8","","17.0","","19.3","","21.8","","24.8","","25.4","","26.0","","26.6","","27.2","","27.8","","28.5","","29.1","","29.8",""
"32"," Greece","10.2","","10.7","","11.1","","11.2","","10.9","","10.8","","10.8","","10.7","","10.7","","10.7","","10.6","","10.6","","10.5",""
"78"," Grenada","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1",""
"126"," Guatemala","9.3","","10.4","","11.7","","13.1","","14.6","","14.9","","15.3","","15.6","","15.9","","16.3","","16.6","","16.9","","17.2",""
"174"," Guinea","6.4","","7.3","","8.2","","9.1","","10.2","","10.4","","10.7","","10.9","","11.2","","11.4","","11.7","","12.1","","12.4",""
"178"," Guinea-Bissau","1.0","","1.1","","1.2","","1.3","","1.5","","1.6","","1.6","","1.6","","1.7","","1.7","","1.8","","1.8","","1.9",""
"123"," Guyana","0.7","","0.8","","0.7","","0.7","","0.7","","0.8","","0.8","","0.8","","0.8","","0.8","","0.8","","0.8","","0.8",""
"169"," Haiti","7.0","","7.7","","8.5","","9.2","","9.9","","10.1","","10.3","","10.4","","10.5","","10.7","","10.8","","11.0","","11.1",""
"132"," Honduras","5.0","","5.7","","6.6","","7.5","","8.3","","8.5","","8.6","","8.8","","9.0","","9.1","","9.3","","9.4","","9.6",""
"4"," Hong Kong, China (SAR)","5.7","","6.1","","6.6","","6.8","","7.0","","7.0","","7.0","","7.1","","7.1","","7.2","","7.2","","7.3","","7.4",""
"43"," Hungary","10.4","","10.3","","10.2","","10.1","","9.9","","9.9","","9.9","","9.8","","9.8","","9.8","","9.8","","9.7","","9.7",""
"6"," Iceland","0.3","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3",""
"129"," India","873.3","","963.9","","1056.6","","1147.6","","1234.3","","1250.3","","1265.8","","1280.8","","1295.6","","1310.2","","1324.5","","1338.7","","1352.6",""
"111"," Indonesia","181.4","","196.9","","211.5","","226.3","","241.8","","245.1","","248.5","","251.8","","255.1","","258.4","","261.6","","264.7","","267.7",""
"65"," Iran (Islamic Republic of)","56.4","","61.4","","65.6","","69.8","","73.8","","74.6","","75.5","","76.5","","77.5","","78.5","","79.6","","80.7","","81.8",""
"120"," Iraq","17.4","","20.1","","23.5","","26.9","","29.7","","30.7","","31.9","","33.2","","34.4","","35.6","","36.6","","37.6","","38.4",""
"3"," Ireland","3.5","","3.6","","3.8","","4.1","","4.6","","4.6","","4.6","","4.6","","4.6","","4.7","","4.7","","4.8","","4.8",""
"22"," Israel","4.4","","5.3","","5.9","","6.5","","7.3","","7.5","","7.6","","7.7","","7.9","","8.0","","8.1","","8.2","","8.4",""
"29"," Italy","57.0","","57.2","","56.7","","58.3","","59.3","","59.6","","59.9","","60.2","","60.4","","60.6","","60.7","","60.7","","60.6",""
"96"," Jamaica","2.4","","2.5","","2.7","","2.7","","2.8","","2.8","","2.8","","2.9","","2.9","","2.9","","2.9","","2.9","","2.9",""
"19"," Japan","124.5","","126.4","","127.5","","128.3","","128.5","","128.5","","128.4","","128.3","","128.2","","128.0","","127.8","","127.5","","127.2",""
"102"," Jordan","3.6","","4.6","","5.1","","5.8","","7.3","","7.7","","8.1","","8.5","","8.9","","9.3","","9.6","","9.8","","10.0",""
"50"," Kazakhstan","16.4","","15.8","","14.9","","15.4","","16.3","","16.5","","16.8","","17.0","","17.3","","17.6","","17.8","","18.1","","18.3",""
"147"," Kenya","23.7","","27.8","","32.0","","36.6","","42.0","","43.2","","44.3","","45.5","","46.7","","47.9","","49.1","","50.2","","51.4",""
"132"," Kiribati","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1",""
".."," Korea (Democratic People's Rep. of)","20.3","","21.9","","22.9","","23.9","","24.5","","24.7","","24.8","","24.9","","25.1","","25.2","","25.3","","25.4","","25.6",""
"22"," Korea (Republic of)","42.9","","45.3","","47.4","","48.7","","49.5","","49.8","","50.1","","50.3","","50.6","","50.8","","51.0","","51.1","","51.2",""
"57"," Kuwait","2.1","","1.6","","2.0","","2.3","","3.0","","3.2","","3.3","","3.5","","3.7","","3.8","","4.0","","4.1","","4.1",""
"122"," Kyrgyzstan","4.4","","4.6","","4.9","","5.1","","5.4","","5.5","","5.6","","5.7","","5.8","","6.0","","6.1","","6.2","","6.3",""
"140"," Lao People's Democratic Republic","4.3","","4.8","","5.3","","5.8","","6.2","","6.3","","6.4","","6.5","","6.6","","6.7","","6.8","","7.0","","7.1",""
"39"," Latvia","2.7","","2.5","","2.4","","2.3","","2.1","","2.1","","2.1","","2.0","","2.0","","2.0","","2.0","","2.0","","1.9",""
"93"," Lebanon","2.8","","3.5","","3.8","","4.7","","5.0","","5.2","","5.5","","5.9","","6.3","","6.5","","6.7","","6.8","","6.9",""
"164"," Lesotho","1.7","","1.9","","2.0","","2.0","","2.0","","2.0","","2.0","","2.0","","2.0","","2.1","","2.1","","2.1","","2.1",""
"176"," Liberia","2.1","","2.0","","2.8","","3.2","","3.9","","4.0","","4.1","","4.2","","4.4","","4.5","","4.6","","4.7","","4.8",""
"110"," Libya","4.4","","4.9","","5.4","","5.8","","6.2","","6.2","","6.3","","6.3","","6.4","","6.4","","6.5","","6.6","","6.7",""
"18"," Liechtenstein","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0",""
"34"," Lithuania","3.7","","3.6","","3.5","","3.3","","3.1","","3.1","","3.0","","3.0","","3.0","","2.9","","2.9","","2.8","","2.8",""
"21"," Luxembourg","0.4","","0.4","","0.4","","0.5","","0.5","","0.5","","0.5","","0.5","","0.6","","0.6","","0.6","","0.6","","0.6",""
"162"," Madagascar","11.6","","13.5","","15.8","","18.3","","21.2","","21.7","","22.3","","23.0","","23.6","","24.2","","24.9","","25.6","","26.3",""
"172"," Malawi","9.4","","9.8","","11.1","","12.6","","14.5","","15.0","","15.4","","15.8","","16.3","","16.7","","17.2","","17.7","","18.1",""
"61"," Malaysia","18.0","f","20.5","f","23.2","f","25.7","f","28.2","f","28.7","f","29.1","f","29.5","f","29.9","f","30.3","f","30.7","f","31.1","f","31.5","f"
"104"," Maldives","0.2","","0.3","","0.3","","0.3","","0.4","","0.4","","0.4","","0.4","","0.4","","0.5","","0.5","","0.5","","0.5",""
"184"," Mali","8.4","","9.6","","10.9","","12.8","","15.0","","15.5","","16.0","","16.4","","16.9","","17.4","","18.0","","18.5","","19.1",""
"28"," Malta","0.4","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4","","0.4",""
"117"," Marshall Islands","0.0","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1",""
"161"," Mauritania","2.0","","2.3","","2.6","","3.0","","3.5","","3.6","","3.7","","3.8","","3.9","","4.0","","4.2","","4.3","","4.4",""
"66"," Mauritius","1.1","g","1.1","g","1.2","g","1.2","g","1.2","g","1.3","g","1.3","g","1.3","g","1.3","g","1.3","g","1.3","g","1.3","g","1.3","g"
"76"," Mexico","83.9","","91.7","","98.9","","106.0","","114.1","","115.7","","117.3","","118.8","","120.4","","121.9","","123.3","","124.8","","126.2",""
"135"," Micronesia (Federated States of)","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1",""
"107"," Moldova (Republic of)","4.4","h","4.3","h","4.2","h","4.2","h","4.1","h","4.1","h","4.1","h","4.1","h","4.1","h","4.1","h","4.1","h","4.1","h","4.1","h"
".."," Monaco","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0",""
"92"," Mongolia","2.2","","2.3","","2.4","","2.5","","2.7","","2.8","","2.8","","2.9","","2.9","","3.0","","3.1","","3.1","","3.2",""
"52"," Montenegro","0.6","","0.6","","0.6","","0.6","","0.6","","0.6","","0.6","","0.6","","0.6","","0.6","","0.6","","0.6","","0.6",""
"121"," Morocco","24.8","","27.0","","28.8","","30.5","","32.3","","32.8","","33.2","","33.7","","34.2","","34.7","","35.1","","35.6","","36.0",""
"180"," Mozambique","13.0","","15.5","","17.7","","20.5","","23.5","","24.2","","24.9","","25.6","","26.3","","27.0","","27.8","","28.6","","29.5",""
"145"," Myanmar","41.3","","43.9","","46.7","","49.0","","50.6","","51.0","","51.4","","51.9","","52.3","","52.7","","53.0","","53.4","","53.7",""
"130"," Namibia","1.4","","1.6","","1.8","","1.9","","2.1","","2.2","","2.2","","2.2","","2.3","","2.3","","2.4","","2.4","","2.4",""
".."," Nauru","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0",""
"147"," Nepal","18.9","","21.6","","23.9","","25.7","","27.0","","27.0","","27.0","","26.9","","26.9","","27.0","","27.3","","27.6","","28.1",""
"10"," Netherlands","15.0","","15.5","","15.9","","16.4","","16.7","","16.7","","16.8","","16.8","","16.9","","16.9","","17.0","","17.0","","17.1",""
"14"," New Zealand","3.4","","3.7","","3.9","","4.1","","4.4","","4.4","","4.5","","4.5","","4.6","","4.6","","4.7","","4.7","","4.7",""
"126"," Nicaragua","4.2","","4.7","","5.1","","5.4","","5.8","","5.9","","6.0","","6.1","","6.1","","6.2","","6.3","","6.4","","6.5",""
"189"," Niger","8.0","","9.5","","11.3","","13.6","","16.5","","17.1","","17.8","","18.5","","19.2","","20.0","","20.8","","21.6","","22.4",""
"158"," Nigeria","95.2","","107.9","","122.3","","138.9","","158.5","","162.8","","167.2","","171.8","","176.4","","181.1","","186.0","","190.9","","195.9",""
"82"," North Macedonia","2.0","","2.0","","2.0","","2.1","","2.1","","2.1","","2.1","","2.1","","2.1","","2.1","","2.1","","2.1","","2.1",""
"1"," Norway","4.2","i","4.4","i","4.5","i","4.6","i","4.9","i","4.9","i","5.0","i","5.1","i","5.1","i","5.2","i","5.3","i","5.3","i","5.3","i"
"47"," Oman","1.8","","2.2","","2.3","","2.5","","3.0","","3.3","","3.5","","3.8","","4.0","","4.3","","4.5","","4.7","","4.8",""
"152"," Pakistan","107.6","","123.8","","142.3","","160.3","","179.4","","183.3","","187.3","","191.3","","195.3","","199.4","","203.6","","207.9","","212.2",""
"55"," Palau","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0",""
"119"," Palestine, State of","2.1","j","2.6","j","3.2","j","3.6","j","4.1","j","4.2","j","4.2","j","4.3","j","4.4","j","4.5","j","4.6","j","4.7","j","4.9","j"
"67"," Panama","2.5","","2.7","","3.0","","3.3","","3.6","","3.7","","3.8","","3.8","","3.9","","4.0","","4.0","","4.1","","4.2",""
"155"," Papua New Guinea","4.6","","5.2","","5.8","","6.5","","7.3","","7.5","","7.6","","7.8","","7.9","","8.1","","8.3","","8.4","","8.6",""
"98"," Paraguay","4.2","","4.8","","5.3","","5.8","","6.2","","6.3","","6.4","","6.5","","6.6","","6.7","","6.8","","6.9","","7.0",""
"82"," Peru","22.1","","24.3","","26.5","","27.9","","29.0","","29.3","","29.5","","29.8","","30.1","","30.5","","30.9","","31.4","","32.0",""
"106"," Philippines","61.9","","69.8","","78.0","","86.3","","94.0","","95.6","","97.2","","98.9","","100.5","","102.1","","103.7","","105.2","","106.7",""
"32"," Poland","38.0","","38.5","","38.6","","38.4","","38.3","","38.3","","38.2","","38.2","","38.1","","38.0","","38.0","","38.0","","37.9",""
"40"," Portugal","9.9","","10.1","","10.3","","10.5","","10.6","","10.6","","10.5","","10.5","","10.4","","10.4","","10.3","","10.3","","10.3",""
"41"," Qatar","0.5","","0.5","","0.6","","0.9","","1.9","","2.0","","2.2","","2.3","","2.5","","2.6","","2.7","","2.7","","2.8",""
"52"," Romania","23.5","","23.0","","22.1","","21.4","","20.5","","20.3","","20.2","","20.1","","20.0","","19.9","","19.8","","19.7","","19.5",""
"49"," Russian Federation","147.5","","148.2","","146.4","","143.7","","143.5","","143.7","","144.0","","144.3","","144.7","","145.0","","145.3","","145.5","","145.7",""
"157"," Rwanda","7.3","","5.8","","7.9","","8.8","","10.0","","10.3","","10.6","","10.8","","11.1","","11.4","","11.7","","12.0","","12.3",""
"73"," Saint Kitts and Nevis","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1",""
"89"," Saint Lucia","0.1","","0.1","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2",""
"94"," Saint Vincent and the Grenadines","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1",""
"111"," Samoa","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2",""
".."," San Marino","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0",""
"137"," Sao Tome and Principe","0.1","","0.1","","0.1","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2","","0.2",""
"36"," Saudi Arabia","16.2","","18.6","","20.7","","23.8","","27.4","","28.3","","29.2","","30.1","","30.9","","31.7","","32.4","","33.1","","33.7",""
"166"," Senegal","7.5","","8.7","","9.8","","11.1","","12.7","","13.0","","13.4","","13.8","","14.2","","14.6","","15.0","","15.4","","15.9",""
"63"," Serbia","9.5","k","9.9","k","9.5","k","9.2","k","9.0","k","9.0","k","8.9","k","8.9","k","8.9","k","8.9","k","8.9","k","8.8","k","8.8","k"
"62"," Seychelles","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1","","0.1",""
"181"," Sierra Leone","4.3","","4.3","","4.6","","5.6","","6.4","","6.6","","6.7","","6.9","","7.0","","7.2","","7.3","","7.5","","7.7",""
"9"," Singapore","3.0","","3.5","","4.0","","4.3","","5.1","","5.3","","5.4","","5.5","","5.5","","5.6","","5.7","","5.7","","5.8",""
"36"," Slovakia","5.3","","5.4","","5.4","","5.4","","5.4","","5.4","","5.4","","5.4","","5.4","","5.4","","5.4","","5.4","","5.5",""
"24"," Slovenia","2.0","","2.0","","2.0","","2.0","","2.0","","2.1","","2.1","","2.1","","2.1","","2.1","","2.1","","2.1","","2.1",""
"153"," Solomon Islands","0.3","","0.4","","0.4","","0.5","","0.5","","0.5","","0.6","","0.6","","0.6","","0.6","","0.6","","0.6","","0.7",""
".."," Somalia","7.2","","7.5","","8.9","","10.4","","12.0","","12.4","","12.7","","13.1","","13.4","","13.8","","14.2","","14.6","","15.0",""
"113"," South Africa","36.8","","41.4","","45.0","","47.9","","51.2","","52.0","","52.8","","53.7","","54.5","","55.4","","56.2","","57.0","","57.8",""
"186"," South Sudan","5.5","","5.1","","6.2","","7.5","","9.5","","9.8","","10.1","","10.4","","10.6","","10.7","","10.8","","10.9","","11.0",""
"25"," Spain","39.2","l","39.8","l","40.8","l","44.0","l","46.9","l","47.1","l","47.1","l","46.9","l","46.8","l","46.7","l","46.6","l","46.6","l","46.7","l"
"71"," Sri Lanka","17.3","","18.2","","18.8","","19.5","","20.3","","20.4","","20.5","","20.7","","20.8","","20.9","","21.0","","21.1","","21.2",""
"168"," Sudan","20.1","","24.1","","27.3","","30.9","","34.5","","35.4","","36.2","","37.1","","38.0","","38.9","","39.8","","40.8","","41.8",""
"98"," Suriname","0.4","","0.4","","0.5","","0.5","","0.5","","0.5","","0.5","","0.5","","0.6","","0.6","","0.6","","0.6","","0.6",""
"8"," Sweden","8.6","","8.8","","8.9","","9.0","","9.4","","9.5","","9.5","","9.6","","9.7","","9.8","","9.8","","9.9","","10.0",""
"2"," Switzerland","6.7","","7.0","","7.1","","7.4","","7.8","","7.9","","8.0","","8.1","","8.2","","8.3","","8.4","","8.5","","8.5",""
"154"," Syrian Arab Republic","12.4","","14.3","","16.4","","18.4","","21.4","","21.1","","20.4","","19.6","","18.7","","18.0","","17.5","","17.1","","16.9",""
"125"," Tajikistan","5.3","","5.8","","6.2","","6.8","","7.5","","7.7","","7.9","","8.1","","8.3","","8.5","","8.7","","8.9","","9.1",""
"159"," Tanzania (United Republic of)","25.2","m","29.6","m","33.5","m","38.5","m","44.3","m","45.7","m","47.1","m","48.5","m","50.0","m","51.5","m","53.0","m","54.7","m","56.3","m"
"77"," Thailand","56.6","","59.5","","63.0","","65.4","","67.2","","67.5","","67.8","","68.1","","68.4","","68.7","","69.0","","69.2","","69.4",""
"131"," Timor-Leste","0.7","","0.8","","0.9","","1.0","","1.1","","1.1","","1.1","","1.2","","1.2","","1.2","","1.2","","1.2","","1.3",""
"167"," Togo","3.8","","4.2","","4.9","","5.6","","6.4","","6.6","","6.8","","7.0","","7.1","","7.3","","7.5","","7.7","","7.9",""
