"HDI Rank","Country","2000","","2010","","2015","","2016",""
"Suicide rate, male (per 100,000 people)
SDG 3.4 By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being
Dimension: Human Security
Definition: Number of deaths from purposely self-inflicted injuries, expressed per 100,000 people in the reference population.
Source: WHO (World Health Organization) (2019). Global Health Observatory. www.who.int/gho/. Accessed 15 July 2019."
"135"," Micronesia (Federated States of)","17.0","","16.5","","16.7","","16.2",""
"107"," Moldova (Republic of)","29.2","","32.5","","24.9","","24.1",""
"92"," Mongolia","31.5","","28.0","","23.4","","23.3",""
"52"," Montenegro","13.6","","12.9","","12.3","","12.6",""
"121"," Morocco","6.7","","3.0","","2.5","","2.5",""
"180"," Mozambique","22.9","","15.5","","14.0","","14.0",""
"145"," Myanmar","4.8","","6.2","","6.3","","6.3",""
"130"," Namibia","24.3","","22.7","","19.8","","19.4",""
"147"," Nepal","20.9","","13.5","","11.9","","11.4",""
"10"," Netherlands","11.4","","11.6","","12.9","","12.9",""
"14"," New Zealand","21.3","","17.7","","17.3","","17.3",""
"126"," Nicaragua","29.4","","19.8","","19.3","","19.2",""
"189"," Niger","10.7","","11.7","","11.6","","11.5",""
"158"," Nigeria","16.0","","16.1","","17.2","","17.5",""
"82"," North Macedonia","10.3","","7.2","","9.7","","9.7",""
"1"," Norway","18.1","","14.7","","13.3","","13.6",""
"47"," Oman","7.1","","5.1","","5.0","","4.8",""
"152"," Pakistan","3.6","","3.2","","3.1","","3.0",""
"67"," Panama","11.7","","9.1","","6.7","","7.6",""
"155"," Papua New Guinea","11.8","","9.1","","10.1","","10.2",""
"98"," Paraguay","15.6","","12.6","","12.9","","12.3",""
"82"," Peru","8.8","","7.5","","7.6","","7.6",""
"106"," Philippines","4.5","","5.7","","5.4","","5.2",""
"32"," Poland","26.6","","28.0","","23.5","","23.9",""
"40"," Portugal","9.2","","14.4","","14.3","","14.3",""
"41"," Qatar","4.9","","6.5","","7.1","","7.3",""
"52"," Romania","19.9","","19.8","","16.2","","13.9",""
"49"," Russian Federation","85.8","","62.3","","49.9","","48.3",""
"157"," Rwanda","30.5","","18.7","","17.2","","16.9",""
"89"," Saint Lucia","13.0","","11.0","","12.9","","12.7",""
"94"," Saint Vincent and the Grenadines","13.6","","5.7","","4.3","","3.9",""
"111"," Samoa","16.7","","10.3","","8.9","","8.7",""
"137"," Sao Tome and Principe","3.8","","3.9","","4.2","","4.2",""
"36"," Saudi Arabia","5.0","","5.4","","4.6","","4.6",""
"166"," Senegal","22.6","","21.9","","20.8","","20.3",""
"63"," Serbia","25.8","","18.3","","16.8","","17.3",""
"62"," Seychelles","16.7","","15.6","","15.1","","15.0",""
"181"," Sierra Leone","21.9","","17.7","","17.4","","18.2",""
"9"," Singapore","15.5","","11.1","","10.2","","11.1",""
"36"," Slovakia","22.2","","20.6","","18.4","","18.4",""
"24"," Slovenia","40.5","","26.5","","24.3","","22.4",""
"153"," Solomon Islands","16.9","","10.0","","8.8","","8.5",""
".."," Somalia","11.0","","10.3","","11.4","","11.5",""
"113"," South Africa","22.7","","22.9","","22.1","","21.7",""
"186"," South Sudan","11.0","","9.1","","8.2","","8.3",""
"25"," Spain","10.4","","8.1","","8.7","","9.3",""
"71"," Sri Lanka","47.8","","31.2","","24.0","","23.3",""
"168"," Sudan","14.6","","14.6","","14.5","","14.5",""
"98"," Suriname","41.5","","43.7","","38.0","","36.1",""
"8"," Sweden","16.8","","17.1","","16.9","","15.8",""
"2"," Switzerland","24.7","","15.9","","16.1","","15.8",""
"154"," Syrian Arab Republic","2.9","","3.7","","3.8","","3.8",""
"125"," Tajikistan","6.3","","5.0","","5.0","","5.0",""
"159"," Tanzania (United Republic of)","18.2","","13.8","","14.2","","14.3",""
"77"," Thailand","23.7","","21.0","","21.7","","21.4",""
"131"," Timor-Leste","18.7","","10.5","","9.0","","9.0",""
"167"," Togo","23.2","","23.0","","22.3","","22.7",""
"105"," Tonga","5.1","","5.5","","5.2","","5.2",""
"63"," Trinidad and Tobago","24.0","","22.1","","21.7","","21.9",""
"91"," Tunisia","5.4","","5.0","","4.4","","4.4",""
"59"," Turkey","12.0","","12.8","","11.3","","11.3",""
"108"," Turkmenistan","16.4","","12.2","","11.6","","11.0",""
"159"," Uganda","21.2","","21.2","","21.1","","21.2",""
"88"," Ukraine","58.1","","41.5","","35.2","","34.5",""
"35"," United Arab Emirates","4.3","","3.6","","3.5","","3.5",""
"15"," United Kingdom","12.7","","10.6","","11.6","","11.9",""
"15"," United States","16.5","","18.6","","20.5","","21.1",""
"57"," Uruguay","28.0","","24.3","","28.9","","26.8",""
"108"," Uzbekistan","13.9","","8.9","","10.4","","10.3",""
"141"," Vanuatu","12.3","","9.1","","8.3","","8.1",""
"96"," Venezuela (Bolivarian Republic of)","16.1","","7.7","","6.8","","6.6",""
"118"," Viet Nam","11.5","","11.0","","10.9","","10.8",""
"177"," Yemen","12.8","","14.6","","13.6","","13.4",""
"143"," Zambia","21.9","","17.9","","17.4","","17.5",""
"150"," Zimbabwe","35.5","","32.3","","28.7","","29.1",""
"36"," Andorra","..","","..","","..","","..",""
"98"," Dominica","..","","..","","..","","..",""
"4"," Hong Kong, China (SAR)","..","","..","","..","","..",""
"73"," Saint Kitts and Nevis","..","","..","","..","","..",""
"18"," Liechtenstein","..","","..","","..","","..",""
"117"," Marshall Islands","..","","..","","..","","..",""
"55"," Palau","..","","..","","..","","..",""
"119"," Palestine, State of","..","","..","","..","","..",""
"","Human Development"," ","","..","","..","","..",""
" ","Very high human development","26.0","","22.7","","20.1","","19.8",""
" ","High human development","12.8","","9.8","","9.0","","8.9",""
" ","Medium human development","17.0","","15.0","","14.8","","14.5",""
" ","Low human development","17.2","","16.1","","16.3","","16.4",""
" ","Developing Countries","15.0","","12.8","","12.3","","12.2",""
"","Regions"," ","","..","","..","","..",""
" ","Arab States","7.3","","6.8","","6.8","","6.9",""
" ","East Asia and the Pacific","11.7","","9.0","","8.1","","8.1",""
" ","Europe and Central Asia","29.1","","22.6","","18.8","","18.3",""
" ","Latin America and the Caribbean","11.4","","10.5","","11.0","","10.6",""
" ","South Asia","18.1","","15.7","","15.2","","14.9",""
" ","Sub-Saharan Africa","18.9","","17.4","","17.3","","17.4",""
" ","Least Developed Countries","14.7","","13.3","","13.3","","13.3",""
" ","Small Island Developing States","17.0","","14.1","","14.4","","14.5",""
" ","Organization for Economic Co-operation and Development","17.8","","17.9","","16.8","","16.7",""
" ","World","17.3","","14.7","","13.8","","13.7",""
""
